ExperimentName,Subject,Age,Handedness,Sex,Identity,Shape,Target.ACC,Target.RESP,Target.RT
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,999
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,909
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,793
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,744
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,m,1049
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1186
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,1628
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1607
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1486
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1158
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1253
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1034
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1104
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,951
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1017
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,999
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1140
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,1091
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,847
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,n,1004
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1566
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1008
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,b,770
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,901
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,941
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,990
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,829
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,724
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1084
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,996
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,1095
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,865
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,906
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,809
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,844
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,753
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,791
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,670
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,885
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1201
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,1173
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1174
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1368
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1099
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,899
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,944
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,934
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,873
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,768
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,837
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,874
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1609
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1170
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,1177
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,1125
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,810
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,950
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,629
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,972
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,927
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,829
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1024
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,832
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,930
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,865
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,724
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,775
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1049
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,n,1195
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,855
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,875
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,860
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,839
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1007
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,717
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,675
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,705
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,722
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,881
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,793
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1120
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1109
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,827
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,672
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,630
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,757
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,m,841
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1096
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,b,1126
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1093
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,918
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,765
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,904
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,724
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,653
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,728
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,634
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,590
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,737
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,867
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1028
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,953
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,970
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,651
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1010
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,1107
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1067
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,669
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,646
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,735
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,674
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,768
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,957
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,764
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,664
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,697
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,671
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,730
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,678
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,840
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1153
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,1158
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,770
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,m,1281
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,901
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,1110
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,1171
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,m,885
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1386
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,m,1033
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,1223
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,934
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,825
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,1162
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,1222
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,b,933
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,1175
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,1065
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,536
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1230
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,1155
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,1161
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,b,1396
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1418
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1217
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,n,1192
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,754
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,953
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1095
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,1176
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,m,1174
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,,0
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,645
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,1338
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,929
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,m,932
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,,0
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,1246
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,689
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,1259
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,b,895
SelfAssociate,19,21,NULL,female,Self,T.bmp,0,b,746
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,1243
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,1223
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,717
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,956
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1161
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,n,988
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,m,913
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1272
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,n,1094
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1223
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1398
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1298
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,994
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1111
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1220
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,868
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,b,1170
SelfAssociate,19,21,NULL,female,Self,T.bmp,1,m,819
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,868
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,979
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1106
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1562
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1158
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1297
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1259
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1401
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,1205
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1112
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,998
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1137
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,795
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1225
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,1209
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,930
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1204
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,760
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1029
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,930
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1180
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,756
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1146
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1082
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,853
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,1032
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1125
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1017
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1242
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,870
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1275
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,1224
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1135
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,855
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,874
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1097
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,778
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,979
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1315
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,872
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1591
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1237
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1146
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1162
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,901
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1030
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,676
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,874
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,1305
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1049
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,n,1026
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,954
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1030
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1203
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,679
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1027
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,769
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,n,730
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1448
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,913
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1176
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,810
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,779
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,675
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,858
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1053
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,694
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,632
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,775
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,634
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,1375
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1176
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,858
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,691
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,1605
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1193
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,855
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,1280
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1187
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,763
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1063
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,887
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1164
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,599
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,b,1171
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1124
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,856
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,779
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,1130
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,739
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,788
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1075
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,728
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1155
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1272
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1334
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,m,871
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,1638
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1202
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1243
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,1121
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1317
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,m,1466
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,0,b,1354
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,807
SelfAssociate,19,21,NULL,female,Friend,S.bmp,0,m,753
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1016
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,n,682
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,b,1158
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,738
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1385
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,1000
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1204
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,903
SelfAssociate,19,21,NULL,female,Stranger,C.bmp,1,m,1177
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,618
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,1004
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,616
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,843
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,m,823
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,b,904
SelfAssociate,19,21,NULL,female,Friend,S.bmp,1,n,808
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,b,778
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,1412
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,m,1446
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,0,n,1097
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,n,1307
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,2060
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,972
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,b,741
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,838
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,989
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,n,829
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,748
SelfAssociate,20,22,NULL,female,Friend,C.bmp,0,n,1191
SelfAssociate,20,22,NULL,female,Self,T.bmp,0,n,1026
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,m,1073
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,1335
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,b,634
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,0,m,734
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,777
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,n,1212
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,b,608
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,690
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,0,m,1183
SelfAssociate,20,22,NULL,female,Self,T.bmp,0,n,1227
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,b,1236
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,m,1254
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,704
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1200
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,n,812
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,0,n,1167
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,785
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,826
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,m,1095
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,728
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,m,990
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,930
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,m,957
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,724
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,1004
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,n,857
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1221
SelfAssociate,20,22,NULL,female,Self,T.bmp,1,n,817
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,m,699
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1011
SelfAssociate,20,22,NULL,female,Friend,C.bmp,0,m,973
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,m,1111
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,m,797
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1068
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,m,992
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1167
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,n,1085
SelfAssociate,20,22,NULL,female,Stranger,S.bmp,1,b,1066
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,1362
SelfAssociate,20,22,NULL,female,Friend,C.bmp,0,,0
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,n,1666
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1279
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,n,1303
SelfAssociate,20,22,NULL,female,Friend,C.bmp,0,n,1147
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,1206
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1215
SelfAssociate,20,22,NULL,female,Friend,C.bmp,0,m,987
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1109
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,n,1200
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,m,1192
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,753
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,b,600
SelfAssociate,20,22,NULL,female,Friend,C.bmp,1,n,764
SelfAssociate,21,25,NULL,female,Self,S.bmp,1,b,1504
SelfAssociate,21,25,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,21,25,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,21,25,NULL,female,Friend,T.bmp,0,b,965
SelfAssociate,21,25,NULL,female,Self,S.bmp,0,,0
SelfAssociate,21,25,NULL,female,Friend,T.bmp,0,,0
SelfAssociate,21,25,NULL,female,Stranger,C.bmp,0,,0
SelfAssociate,21,25,NULL,female,Friend,T.bmp,1,m,1765
SelfAssociate,21,25,NULL,female,Stranger,C.bmp,1,b,2875
SelfAssociate,21,25,NULL,female,Self,S.bmp,0,,0
SelfAssociate,21,25,NULL,female,Self,S.bmp,0,,0
SelfAssociate,21,25,NULL,female,Friend,T.bmp,1,n,1227
SelfAssociate,21,25,NULL,female,Self,S.bmp,1,b,2414
SelfAssociate,21,25,NULL,female,Friend,T.bmp,1,m,1373
SelfAssociate,21,25,NULL,female,Stranger,C.bmp,0,n,2385
SelfAssociate,21,25,NULL,female,Self,S.bmp,0,n,2643
SelfAssociate,21,25,NULL,female,Friend,T.bmp,1,n,1394
SelfAssociate,21,25,NULL,female,Stranger,C.bmp,1,b,2577
